penA	mtrR	porB	ponA	gyrA	parC	23S	ST
103.002	1	4	1	7	82	100	3843
109.001	1	8	1	7	82	100	3844
120.001	1	12	1	7	82	100	3845
43.001	1	13	1	1	52	100	3846
43.001	1	11	1	1	52	36	3847
43.001	1	4	1	7	95	100	3848
43.001	1	4	1	7	122	100	3849
43.001	19	8	1	7	95	100	3850
2.042	1	8	1	7	82	100	3851
21.001	19	12	1	7	82	100	3852
5.002	1	37	1	7	3	100	3853
193.001	10	100	1	100	2	100	3854
191.001	380	3	100	100	2	100	3855
192.001	54	100	1	100	1	100	3856
194.001	378	100	100	7	49	100	3857
1.002	382	3	100	100	49	100	3858
60.001	1	13	1	7	3	100	3859
2.001	39	11	100	7	4	41	3860
2.001	39	11	100	7	4	16	3861
2.025	39	11	100	7	4	2	3862
2.001	39	11	100	7	4	57	3863
2.002	19	14	1	7	3	1	3864
121.002	1	4	1	7	105	100	3865
5.002	222	100	1	7	3	100	3866
18.001	1	8	1	7	3	1	3867
2.008	346	12	1	2	71	7	3868
12.001	14	8	1	1	3	100	3869
2.002	39	13	100	7	4	2	3870
2.002	10	13	100	1	18	100	3871
5.002	39	3	1	7	3	100	3872
14.001	222	14	1	7	3	100	3873
14.001	39	14	100	100	100	100	3874
2.001	431	11	100	100	100	100	3875
3.003	430	100	17	100	1	100	3876
10.001	38	1	100	7	26	100	3877
10.001	366	100	1	2	5	100	3878
198.001	105	1	100	100	2	100	3879
14.001	10	1	100	100	1	6	3880
22.001	58	100	1	100	2	100	3881
159.001	332	100	1	1	22	100	3882
34.001	1	35	1	1	1	100	3883
34.001	432	3	100	7	3	100	3884
10.012	19	10	1	1	3	100	3885
2.002	433	13	100	1	22	100	3886
2.001	434	1	100	7	4	100	3887
43.002	122	100	100	7	2	100	3888
15.001	361	11	100	100	2	100	3889
18.001	36	100	1	7	24	100	3890
34.001	435	14	1	1	1	100	3891
14.001	10	100	100	100	1	45	3892
14.001	10	3	100	100	1	45	3893
34.001	9	100	100	7	3	100	3894
15.001	361	3	100	100	2	100	3895
34.001	122	1	1	7	3	100	3896
92.001	122	1	1	7	3	100	3897
3.003	122	7	1	7	3	100	3898
19.001	436	13	1	7	3	100	3899
5.007	1	8	1	1	3	100	3900
14.001	10	1	100	100	7	100	3901
19.001	38	1	1	7	1	100	3902
60.001	1	8	13	7	3	100	3903
2.001	9	1	1	100	1	100	3904
196.001	437	12	1	7	10	100	3905
3.001	122	3	1	100	3	100	3906
2.052	39	11	100	100	100	100	3907
19.017	11	100	100	100	2	100	3908
1.001	445	100	100	100	1	12	3909
2.001	1	1	1	22	2	100	3910
2.001	9	1	100	1	71	100	3911
2.001	9	13	100	22	100	100	3912
2.001	9	14	100	100	100	100	3913
2.001	9	31	100	100	100	100	3914
2.001	9	100	100	100	17	100	3915
2.001	21	1	100	100	100	100	3916
2.001	24	1	100	100	2	62	3917
2.001	24	1	100	100	100	100	3918
2.001	24	100	1	100	2	100	3919
2.001	39	11	100	53	100	100	3920
2.001	39	31	100	100	100	100	3921
2.001	39	37	100	100	100	100	3922
2.001	39	100	100	100	100	2	3923
2.001	47	12	100	7	3	100	3924
2.001	201	1	100	100	100	100	3927
2.001	360	1	100	100	1	100	3928
2.001	362	1	100	100	100	100	3929
2.001	447	1	100	100	2	100	3930
2.002	1	5	1	100	2	100	3931
2.002	1	6	1	1	3	2	3932
2.002	1	14	1	7	3	100	3933
2.002	1	14	1	100	2	100	3934
2.002	5	13	100	100	7	4	3936
2.002	15	100	100	10	2	100	3937
2.002	18	100	100	7	3	100	3938
2.002	19	100	100	1	3	100	3939
2.002	25	3	100	7	3	100	3941
2.002	40	4	100	7	3	100	3942
210.001	25	8	1	1	7	3	3943
2.002	40	14	100	7	3	100	3944
2.002	40	100	14	100	7	3	3945
2.002	40	100	100	7	164	100	3946
2.002	40	100	100	47	3	100	3947
2.002	40	100	100	47	4	100	3948
2.002	105	12	100	100	2	100	3949
2.002	105	13	100	100	2	100	3950
2.002	105	14	100	100	2	100	3951
2.002	122	100	100	7	6	100	3952
2.002	361	100	100	7	3	100	3954
2.002	442	100	100	7	3	100	3955
2.002	443	100	100	7	2	100	3956
2.002	446	100	100	100	3	100	3957
2.002	450	3	1	100	2	100	3958
2.002	451	100	100	7	4	100	3959
2.008	54	13	100	100	1	100	3960
2.017	1	14	1	100	2	100	3961
2.017	40	13	1	7	4	100	3962
2.048	9	1	100	100	1	100	3964
2.053	9	100	100	100	100	100	3965
2.054	39	11	100	100	100	100	3966
2.055	40	100	100	7	3	100	3967
2.056	40	100	100	7	3	100	3968
3.001	40	1	100	7	4	100	3969
4.001	448	11	100	1	3	100	3970
5.002	1	3	1	7	3	100	3971
5.002	1	11	1	100	3	100	3972
5.002	1	17	1	100	143	100	3973
5.002	38	6	1	1	3	100	3974
5.002	39	11	100	7	4	100	3975
2.001	183	8	100	100	100	100	3926
2.002	1	100	1	1	3	2	3935
2.002	24	13	100	100	2	100	3940
2.002	161	100	100	7	3	100	3953
2.046	161	3	100	100	7	100	3963
5.002	40	13	1	7	3	100	3976
5.002	40	100	1	7	3	100	3977
5.002	105	6	1	7	3	100	3978
5.002	105	8	1	7	3	100	3979
5.002	105	11	1	7	3	100	3980
5.002	105	14	100	100	2	100	3981
5.002	122	3	1	7	1	100	3982
5.002	122	3	1	7	2	100	3983
5.002	122	3	1	7	7	100	3984
5.002	161	17	1	100	3	100	3986
5.002	222	3	1	7	3	100	3987
5.012	122	3	1	7	3	100	3990
9.001	1	14	1	100	2	100	3992
9.001	9	1	1	100	100	100	3994
9.001	9	3	100	100	100	100	3995
9.001	9	10	100	100	100	100	3996
9.001	38	100	1	100	2	100	3998
9.001	57	100	100	100	2	100	3999
9.001	69	12	1	100	2	100	4001
9.001	82	3	100	100	2	100	4002
9.001	82	5	100	100	2	100	4003
14.001	1	14	1	100	2	100	4012
14.001	1	14	100	1	100	2	4013
14.001	5	1	1	1	9	100	4014
14.001	9	35	100	100	100	100	4015
14.001	11	13	1	100	2	100	4016
5.002	444	14	1	7	3	100	3989
5.013	274	100	1	1	3	100	3991
9.001	8	3	100	6	1	100	3993
9.001	22	11	1	100	2	100	3997
9.001	69	8	1	100	2	100	4000
9.001	105	1	1	100	2	100	4004
9.001	105	3	1	100	2	100	4005
9.001	105	100	100	7	2	100	4006
9.001	132	100	1	1	2	100	4007
9.008	38	100	1	100	2	100	4008
9.009	16	3	100	1	10	100	4009
9.011	9	10	100	100	100	100	4010
14.001	1	13	1	100	2	100	4011
14.001	25	100	100	100	1	100	4017
14.001	29	1	100	100	7	53	4018
14.001	69	3	100	100	2	100	4019
14.001	122	14	100	7	3	100	4020
14.001	365	100	100	100	7	100	4021
15.001	58	3	1	100	2	100	4022
15.001	361	1	100	100	2	100	4023
19.001	1	3	1	7	15	100	4024
19.001	19	100	1	1	9	100	4025
19.001	24	13	1	7	15	100	4026
19.001	29	1	1	7	15	100	4027
19.001	38	1	1	7	100	100	4028
19.001	38	1	100	7	3	100	4029
19.001	40	1	100	7	15	100	4030
19.001	40	3	1	7	15	100	4031
19.001	354	100	13	1	100	15	4032
19.018	38	1	1	7	3	100	4033
22.001	11	100	100	100	2	12	4034
22.001	19	6	1	100	56	100	4035
22.001	19	100	100	54	2	100	4036
22.001	19	100	100	54	70	100	4037
22.001	25	21	100	100	7	2	4038
22.001	104	3	10	100	7	100	4040
22.001	354	100	100	100	2	100	4041
22.001	438	6	1	100	2	100	4043
22.001	439	3	100	100	1	100	4044
34.001	19	3	1	7	9	100	4045
34.007	40	100	100	7	62	100	4046
34.027	40	3	100	7	4	100	4047
43.002	122	11	100	7	6	100	4048
43.002	122	100	100	100	6	100	4049
5.002	440	14	1	7	3	100	3988
22.001	57	100	100	100	2	100	4039
22.001	361	13	100	100	7	100	4042
44.001	5	13	100	7	4	100	4051
44.001	16	10	100	1	10	100	4052
44.001	16	100	1	100	10	100	4054
45.001	57	4	100	6	1	100	4055
45.001	369	3	100	6	1	100	4056
45.003	8	3	100	6	1	100	4057
68.001	19	14	1	100	2	60	4058
69.005	57	14	100	7	20	100	4059
76.002	19	3	1	1	9	100	4060
77.001	358	10	1	7	10	100	4061
90.001	19	100	1	100	2	100	4062
198.002	39	13	100	100	100	100	4065
199.001	5	1	100	100	2	100	4066
199.001	14	1	100	100	2	100	4067
200.001	40	13	100	7	4	100	4068
201.001	40	100	100	7	3	100	4069
202.001	25	4	1	100	2	100	4070
203.001	25	6	100	100	100	100	4071
204.001	19	100	100	100	2	100	4072
205.001	132	1	1	1	9	100	4073
2.001	122	1	100	7	6	100	3925
5.002	122	3	1	100	2	100	3985
22.001	449	1	100	100	1	100	4074
44.001	16	11	1	1	112	100	4053
100.004	5	14	100	100	100	100	4063
170.002	18	100	100	100	2	100	4064
43.006	122	1	100	7	6	100	4050
2.001	5	4	1	1	52	100	4075
2.001	69	13	1	1	52	100	4076
2.002	25	8	1	7	3	100	4077
2.002	25	8	1	7	23	100	4078
2.002	25	8	1	7	39	1	4079
2.002	25	12	1	7	3	100	4080
2.002	25	12	1	7	8	100	4081
2.002	69	13	1	7	3	100	4082
2.002	274	17	1	7	3	100	4083
2.002	274	100	100	7	4	6	4084
2.002	274	100	100	7	4	100	4085
3.001	69	13	1	7	3	100	4086
5.002	5	4	1	7	3	100	4087
5.002	10	48	1	7	22	100	4088
5.002	25	4	1	7	3	100	4089
5.002	25	13	1	7	3	100	4090
5.002	33	8	1	7	3	100	4091
5.002	69	4	1	7	3	1	4092
5.002	69	4	1	7	3	100	4093
5.002	69	8	1	1	22	100	4094
5.002	69	8	1	7	3	100	4095
5.002	69	8	1	7	23	100	4096
5.002	69	9	1	7	3	100	4097
5.002	69	9	1	7	24	100	4098
5.002	69	12	1	7	3	100	4099
5.002	69	100	1	7	3	100	4100
5.014	25	13	1	34	3	100	4101
5.015	10	8	1	2	24	100	4102
9.001	139	8	1	7	1	100	4103
9.001	139	8	1	7	40	100	4104
10.001	10	8	1	2	5	100	4105
10.001	33	8	1	45	5	100	4106
10.001	33	12	1	7	3	100	4107
10.001	33	21	1	34	5	100	4108
10.001	69	8	1	2	5	100	4109
10.001	69	11	1	1	47	100	4110
10.001	69	11	1	7	3	100	4111
10.001	69	12	1	2	5	100	4112
10.001	69	12	1	7	3	100	4113
10.001	69	12	1	7	5	100	4114
10.001	69	13	1	7	5	100	4115
10.001	69	19	1	7	3	100	4116
10.001	69	37	1	7	3	100	4117
10.003	5	4	1	1	52	100	4118
10.003	5	4	1	34	52	100	4119
10.003	18	8	1	7	47	100	4120
10.003	18	10	1	1	10	100	4121
10.003	69	8	1	7	47	100	4122
10.003	69	12	1	7	47	100	4123
10.003	69	12	1	21	47	100	4124
10.003	69	12	1	56	47	100	4125
10.003	122	11	100	7	6	100	4126
12.001	5	4	1	34	93	2	4127
12.001	5	4	1	34	93	100	4128
12.001	5	8	1	1	93	100	4129
12.001	5	8	1	34	53	100	4130
12.001	5	8	1	34	167	100	4131
12.001	5	8	1	34	169	100	4132
12.001	5	9	1	34	93	100	4133
12.001	5	11	1	34	93	100	4134
12.001	5	12	1	34	93	100	4135
12.001	5	13	1	34	93	100	4136
12.001	5	14	1	34	93	100	4137
12.001	5	23	1	34	93	100	4138
12.001	5	100	1	34	93	100	4139
12.001	10	8	1	7	24	100	4140
12.001	69	8	1	1	23	100	4141
12.001	69	8	1	7	3	100	4142
12.001	69	8	1	7	24	100	4143
12.001	69	8	1	34	93	100	4144
12.007	69	11	1	7	22	100	4145
13.001	5	8	1	1	22	100	4146
13.001	5	8	1	34	93	100	4147
13.001	5	12	1	1	9	100	4148
13.001	5	12	1	34	93	100	4149
13.001	25	4	1	7	134	100	4150
13.001	25	8	1	1	9	100	4151
13.001	25	11	1	1	9	100	4152
13.001	25	12	1	1	9	100	4153
13.001	25	21	1	7	53	100	4154
13.001	47	4	1	34	21	100	4155
13.001	69	4	1	1	22	100	4156
13.001	69	8	1	7	22	100	4157
13.001	69	9	1	7	22	100	4158
13.001	69	11	1	7	3	100	4159
13.001	69	12	1	1	3	100	4160
13.001	69	12	1	7	22	100	4161
13.001	69	13	1	7	3	100	4162
13.001	69	63	1	15	39	100	4163
13.001	69	71	1	7	35	100	4164
13.001	169	31	1	7	9	100	4165
13.001	456	8	1	7	53	100	4166
13.001	456	12	1	7	53	100	4167
13.002	25	4	1	15	3	100	4168
13.002	25	8	1	7	3	100	4169
13.002	69	4	1	7	3	100	4170
13.002	69	8	1	7	3	100	4171
13.002	69	8	1	7	104	100	4172
13.002	69	8	1	7	128	100	4173
13.002	69	8	1	34	3	100	4174
13.002	69	9	1	7	3	100	4175
13.002	69	10	1	7	3	100	4176
13.002	69	11	1	7	3	100	4177
13.002	69	11	1	55	3	100	4178
13.002	69	12	1	7	3	100	4179
13.002	69	12	1	21	3	100	4180
13.002	69	13	1	7	3	100	4181
13.002	69	37	1	7	3	100	4182
13.002	69	48	1	21	3	100	4183
13.003	454	8	1	2	10	100	4184
13.008	25	8	1	7	53	100	4185
13.009	25	11	1	1	9	100	4186
17.001	69	8	1	1	3	100	4187
17.001	69	9	1	7	3	100	4188
17.001	69	19	1	1	3	100	4189
18.001	10	1	1	2	24	100	4190
18.001	10	4	1	2	24	100	4191
18.001	10	8	1	2	24	100	4192
18.001	10	8	1	45	24	100	4193
18.001	10	12	1	2	24	100	4194
18.001	10	14	1	2	24	100	4195
18.001	18	12	1	7	21	100	4196
18.001	25	4	1	7	3	100	4197
18.001	25	4	1	21	43	55	4198
18.001	25	8	1	7	3	100	4199
18.001	25	8	1	7	22	100	4200
18.001	25	12	1	7	3	100	4201
18.001	25	13	1	7	168	100	4202
18.001	33	12	1	2	24	100	4203
18.001	47	3	1	1	3	100	4204
18.001	47	8	1	7	10	100	4205
18.001	47	13	1	7	15	100	4206
18.001	69	4	1	7	3	100	4207
18.001	69	8	1	7	15	2	4208
18.001	69	8	1	21	24	100	4209
18.001	69	11	1	7	3	100	4210
18.001	69	12	1	7	3	100	4211
18.001	69	12	1	7	23	100	4212
18.001	69	13	1	7	3	100	4213
18.001	69	13	1	7	80	100	4214
18.001	453	4	1	7	3	100	4215
18.005	10	12	1	7	24	100	4216
19.001	10	12	1	7	55	100	4217
21.001	18	11	1	7	8	100	4218
21.001	18	12	1	7	6	100	4219
21.001	25	4	1	7	3	100	4220
21.001	25	8	1	1	9	100	4221
21.001	25	12	1	7	8	100	4222
21.001	25	13	1	2	3	100	4223
21.001	25	14	1	7	3	100	4224
21.001	69	4	1	7	3	100	4225
21.001	69	8	1	7	3	100	4226
21.001	69	8	1	7	52	100	4227
21.001	69	8	1	34	3	100	4228
21.001	69	10	1	7	3	100	4229
21.001	69	12	1	7	3	100	4230
21.001	69	12	1	34	3	100	4231
21.001	452	8	1	7	3	100	4232
21.001	455	12	1	7	143	100	4233
22.001	69	4	1	1	3	100	4234
22.001	69	8	1	1	3	100	4235
27.003	5	11	1	1	52	100	4236
27.003	69	12	1	34	3	100	4237
34.007	69	10	100	7	170	100	4238
34.007	69	100	100	7	3	100	4239
34.007	274	3	100	7	4	100	4240
34.007	274	4	100	7	4	100	4241
34.007	274	8	100	7	4	100	4242
34.007	274	11	100	7	4	100	4243
34.007	274	13	100	38	45	100	4244
34.007	274	17	100	7	4	100	4245
34.007	274	19	100	7	3	100	4246
34.007	274	26	100	7	4	100	4247
34.007	274	67	100	7	34	100	4248
34.007	274	100	100	7	25	100	4249
34.012	274	11	100	7	4	100	4250
34.019	69	100	1	7	3	100	4251
43.001	18	13	1	7	6	100	4252
43.001	69	4	1	7	15	6	4253
43.001	69	4	1	7	15	100	4254
43.001	69	4	1	7	122	100	4255
43.001	69	8	1	1	23	100	4256
43.001	69	8	1	7	15	100	4257
43.001	69	13	1	21	122	100	4258
43.002	25	4	1	7	3	100	4259
43.002	25	8	1	7	3	100	4260
43.002	69	4	1	7	3	100	4261
43.002	69	8	1	7	3	100	4262
43.002	69	11	1	7	3	100	4263
43.002	69	13	1	7	3	100	4264
43.002	69	19	1	7	3	100	4265
43.002	69	31	1	7	25	1	4266
43.002	69	100	1	1	22	100	4267
43.004	25	13	1	2	55	100	4268
43.004	69	8	1	1	22	100	4269
43.004	69	11	1	7	22	100	4270
43.004	69	12	1	7	22	100	4271
43.004	69	13	1	1	22	100	4272
43.007	69	11	1	7	3	100	4273
44.001	18	8	1	1	10	100	4274
44.001	18	10	1	1	10	100	4275
44.001	18	10	1	1	45	100	4276
60.001	69	4	1	7	3	100	4277
60.001	69	8	1	7	3	100	4278
60.001	69	11	1	7	3	100	4279
60.001	69	12	1	7	3	100	4280
60.001	69	12	1	21	3	100	4281
67.003	69	11	100	7	3	100	4282
87.001	25	17	1	7	53	100	4283
103.001	25	4	1	7	3	100	4284
103.001	69	8	1	1	3	100	4285
103.001	69	8	1	1	165	100	4286
103.001	69	8	1	1	166	100	4287
103.001	69	9	1	1	3	100	4288
103.001	69	10	1	1	3	100	4289
103.001	69	11	1	1	3	100	4290
103.001	69	12	1	1	3	100	4291
103.002	47	8	1	7	21	100	4292
103.006	234	8	1	7	24	100	4293
120.001	5	8	1	34	93	100	4294
120.001	25	8	1	7	3	100	4295
120.001	69	8	1	7	3	100	4296
120.001	69	19	1	7	3	100	4297
166.001	274	11	100	7	4	100	4298
195.001	69	4	1	2	5	100	4299
196.001	437	12	1	23	10	100	4300
206.001	69	12	1	7	5	100	4301
207.001	25	8	1	7	53	100	4302
208.001	69	12	1	7	3	100	4303
209.001	69	12	1	1	24	100	4304
211.001	5	4	1	34	93	100	4305
212.001	33	55	1	2	5	100	4306
213.001	69	8	1	1	121	100	4307
214.001	274	11	100	7	4	100	4308
5.002	122	1	1	7	171	100	4309
216.001	39	100	100	100	100	100	4310
217.001	38	3	1	7	55	100	4311
2.001	24	14	100	100	1	100	4312
22.001	1	100	100	100	2	100	4313
34.001	39	14	100	100	100	100	4314
34.001	39	14	1	100	100	100	4315
34.001	10	14	1	1	1	100	4316
34.001	9	1	100	57	3	100	4317
34.001	9	1	100	58	166	100	4318
93.001	291	3	100	100	100	100	4319
60.001	200	100	100	1	4	100	4320
14.001	69	100	100	22	2	100	4321
2.001	25	100	100	1	4	1	4322
14.001	89	13	100	1	4	2	4323
2.001	122	1	100	7	3	100	4324
5.002	122	5	1	7	3	100	4325
19.001	477	19	1	17	15	100	4326
5.002	1	12	1	1	3	66	4327
2.001	39	12	100	100	100	67	4328
13.001	70	8	1	100	9	100	4329
34.001	485	1	1	1	3	100	4330
14.001	488	3	100	7	19	10	4331
220.001	3	1	100	100	2	100	4332
219.001	492	13	100	7	20	100	4333
5.002	35	13	1	7	20	100	4334
2.002	16	13	100	7	4	100	4335
225.001	42	1	100	100	2	100	4336
4.001	36	12	1	100	2	100	4337
4.001	88	13	1	100	2	100	4338
44.001	16	19	1	1	10	100	4339
2.059	24	13	100	100	2	100	4340
2.001	163	100	100	100	7	100	4341
19.001	498	100	1	7	15	100	4342
135.001	492	13	100	7	20	100	4343
2.001	122	1	1	100	2	100	4344
2.001	1	13	100	100	2	100	4345
2.002	496	100	100	43	7	100	4346
19.001	15	4	1	7	20	100	4347
224.001	15	14	100	100	7	100	4348
12.001	35	13	1	100	7	100	4349
2.001	9	8	100	100	3	100	4350
2.001	39	3	1	7	3	100	4351
140.001	49	100	100	7	20	100	4352
14.001	10	13	100	7	20	100	4353
13.001	19	1	1	7	9	100	4354
5.002	122	3	1	1	3	100	4355
19.001	5	13	1	7	1	100	4356
2.001	9	3	100	7	3	100	4357
137.001	377	100	1	100	2	100	4358
103.002	54	3	1	7	15	100	4359
5.002	10	3	1	7	3	100	4360
39.001	5	13	100	100	7	100	4361
5.002	1	100	1	1	3	2	4362
12.007	9	1	100	100	1	2	4363
34.028	50	11	1	1	3	100	4364
12.001	498	14	1	100	7	100	4365
3.004	69	1	1	7	20	100	4366
2.002	50	13	100	1	3	2	4367
14.001	488	100	100	100	19	10	4368
2.002	16	10	1	1	10	100	4369
44.001	16	64	1	1	10	100	4370
14.001	10	1	1	7	1	100	4371
103.002	301	3	1	7	15	100	4372
13.001	40	13	100	7	4	100	4373
2.002	54	1	1	7	20	100	4374
14.001	29	100	100	59	7	100	4375
34.001	10	13	1	1	3	100	4376
34.001	471	11	1	1	3	63	4377
135.001	492	100	100	7	20	100	4378
19.001	38	13	1	7	2	100	4379
94.001	483	100	100	10	2	100	4380
19.001	24	14	1	7	15	100	4381
34.001	301	3	1	7	26	100	4382
2.001	54	19	100	100	22	22	4383
19.001	88	19	1	7	26	100	4384
2.001	9	1	100	100	175	100	4385
14.001	15	100	1	100	1	100	4386
19.001	240	100	100	14	7	100	4387
2.006	498	100	100	100	2	100	4388
44.001	302	1	1	1	45	100	4389
19.001	48	13	1	7	15	100	4390
34.001	48	100	1	7	15	100	4391
5.002	1	13	1	1	3	100	4392
13.001	122	3	1	7	3	100	4393
14.001	5	1	100	1	7	100	4394
19.001	301	1	1	7	15	100	4395
218.001	261	13	1	7	3	100	4396
44.001	16	14	1	1	45	100	4397
19.001	482	100	1	7	15	100	4398
218.002	48	100	1	7	15	100	4399
2.002	15	14	100	100	7	100	4400
22.001	15	100	100	7	20	100	4401
5.002	1	4	1	1	3	2	4402
19.001	301	19	1	7	15	100	4403
2.002	42	100	100	10	2	64	4404
19.001	168	13	1	7	20	100	4405
223.001	368	100	1	7	15	100	4406
5.002	69	14	1	7	3	100	4407
19.001	490	100	1	7	15	100	4408
44.004	16	1	1	1	45	100	4409
94.002	42	100	100	10	2	100	4410
225.001	3	1	100	100	2	100	4411
22.001	15	100	100	14	7	100	4412
19.001	5	13	1	7	15	100	4413
19.001	368	100	1	7	15	100	4414
2.006	498	14	100	100	2	100	4415
2.001	9	1	100	1	45	100	4416
5.016	122	3	1	7	3	100	4417
34.001	484	11	1	1	3	100	4418
2.002	15	12	100	100	1	100	4419
2.002	69	13	1	7	20	100	4420
19.001	14	100	1	7	15	100	4421
19.001	24	100	1	7	15	100	4422
19.001	38	13	1	7	20	39	4423
2.001	47	3	100	100	1	100	4424
14.001	501	3	100	100	1	100	4425
5.002	500	13	1	1	3	100	4426
2.002	124	1	100	7	2	6	4427
5.002	38	13	1	1	3	2	4428
2.002	40	13	100	7	4	68	4429
19.001	47	14	100	7	17	100	4430
14.001	10	3	100	100	19	10	4431
19.001	5	11	1	7	15	100	4432
2.006	48	1	7	33	19	10	4433
19.001	481	11	1	7	55	100	4434
2.002	291	100	100	10	2	64	4435
210.001	25	8	1	7	3	100	4436
5.002	69	13	1	7	3	100	4437
10.001	10	11	1	2	5	100	4438
12.001	5	8	1	34	93	100	4439
13.001	25	12	1	7	9	100	4440
13.001	25	31	1	7	53	100	4441
17.001	69	8	1	7	3	100	4442
18.001	47	4	1	7	10	100	4443
18.001	69	8	1	7	3	100	4444
21.001	25	13	1	7	3	100	4445
21.001	69	12	1	7	8	100	4446
34.007	274	12	100	7	4	100	4447
43.004	69	12	1	1	80	100	4448
2.001	489	3	100	100	1	100	4449
2.006	48	1	100	35	19	10	4450
19.001	477	19	1	7	15	100	4451
19.001	502	100	1	7	15	100	4452
2.001	291	3	100	100	3	2	4453
12.007	39	3	100	100	100	100	4454
14.001	39	13	100	100	100	100	4455
14.001	39	100	100	100	3	100	4456
34.001	407	1	100	7	3	100	4457
34.029	9	1	100	7	3	100	4458
2.02	39	1	100	100	2	100	4459
2.001	39	11	100	21	4	100	4460
34.001	381	3	100	7	3	100	4461
14.001	39	1	100	100	100	100	4462
34.007	1	100	100	7	3	100	4463
2.002	19	10	1	7	3	1	4464
60.001	89	13	1	1	176	1	4465
10.001	1	8	1	1	5	100	4466
101.001	25	8	1	2	4	2	4467
10.001	18	8	1	1	3	100	4468
10.001	19	9	1	9	2	100	4469
101.001	1	8	1	1	47	2	4470
10.001	1	11	1	1	3	2	4471
10.001	19	11	1	1	3	100	4472
10.001	19	8	1	1	2	100	4473
10.001	19	8	1	9	5	100	4474
2.001	19	65	1	5	2	100	4475
10.001	19	8	1	1	23	100	4476
10.001	19	100	1	2	5	100	4477
10.001	19	100	1	5	2	100	4478
2.001	19	100	1	5	2	100	4479
72.001	1	11	1	1	3	2	4480
10.001	19	17	1	1	3	100	4481
166.001	40	1	100	7	4	100	4482
5.002	40	11	1	7	3	100	4483
5.002	122	1	1	47	3	100	4484
5.002	69	1	1	7	3	100	4485
2.001	89	3	1	100	2	100	4486
14.001	15	1	100	100	1	100	4487
14.002	15	14	100	100	7	6	4488
2.02	39	14	100	100	2	100	4489
2.06	9	11	100	100	100	100	4490
2.001	39	1	1	100	4	100	4491
1.001	1	1	1	1	1	1	4492
1.001	2	1	1	1	1	1	4493
1.001	1	1	1	1	2	1	4494
1.002	1	1	1	1	1	1	4495
2.001	1	100	100	7	3	41	4496
2.001	69	8	1	5	100	100	4497
5.011	69	8	1	7	3	1	4498
13.001	69	8	1	1	177	100	4499
34.007	274	11	100	7	4	2	4500
60.001	5	8	1	34	93	100	4501
60.001	25	9	1	34	93	100	4502
60.001	69	8	1	7	53	2	4503
60.001	69	8	1	7	53	100	4504
60.001	69	8	1	34	93	100	4505
60.001	69	9	1	7	53	100	4506
60.001	69	11	1	7	53	100	4507
60.001	517	8	1	7	3	100	4508
231.001	5	12	1	7	3	100	4509
232.001	33	8	1	2	5	100	4510
15.002	122	100	100	100	100	100	4511
2.002	216	100	100	7	4	100	4512
22.017	515	100	100	100	7	100	4513
19.001	40	13	100	7	4	6	4514
163.001	18	45	1	1	3	100	4515
2.001	513	11	100	7	4	100	4516
2.002	511	100	100	7	4	100	4517
14.024	130	3	100	100	2	100	4518
2.008	261	13	1	7	1	100	4519
2.002	54	14	100	1	3	100	4520
15.001	142	100	100	100	2	73	4521
2.001	39	11	100	7	4	72	4522
19.001	5	100	100	7	15	100	4523
226.001	40	1	1	7	3	100	4524
43.002	122	100	1	7	6	100	4525
3.001	222	14	1	7	6	100	4526
34.001	1	1	1	7	3	100	4527
2.002	122	100	100	7	3	100	4528
34.007	40	13	100	7	4	100	4529
14.023	10	100	100	7	26	100	4530
2.001	9	100	100	100	6	100	4531
14.002	151	1	100	100	7	75	4532
5.002	39	14	1	7	26	100	4533
12.007	10	13	1	7	3	100	4534
34.001	507	100	1	7	15	100	4535
34.007	122	13	100	7	6	100	4536
5.002	122	12	1	7	15	100	4537
2.062	39	1	100	100	100	100	4538
227.001	122	3	1	7	3	100	4539
15.001	142	100	100	100	2	6	4540
13.001	19	13	1	7	9	100	4541
200.001	89	3	100	7	4	100	4542
5.002	40	1	1	7	3	2	4543
43.002	122	14	100	7	6	100	4544
5.002	39	14	1	7	3	100	4545
19.001	261	13	1	7	178	100	4546
1.001	514	100	100	100	1	100	4547
100.006	18	100	100	7	4	100	4548
13.001	1	3	1	1	9	100	4549
19.001	88	14	1	7	15	100	4550
3.001	40	13	100	7	3	100	4551
15.001	509	100	100	100	2	100	4552
3.001	222	1	1	7	3	100	4553
1.001	516	100	100	100	1	100	4554
2.001	10	3	100	100	100	100	4555
2.001	9	1	100	100	1	52	4556
43.002	122	100	100	21	48	100	4557
2.001	40	1	1	7	3	2	4558
2.001	1	1	1	7	20	100	4559
2.001	9	3	100	14	100	100	4560
5.002	1	14	100	7	3	100	4561
5.002	122	1	1	7	3	6	4562
13.001	54	14	100	1	22	100	4563
14.002	5	1	100	100	7	100	4564
5.002	122	100	100	7	4	100	4565
2.002	89	100	1	7	3	100	4566
2.002	1	14	100	1	3	100	4567
2.001	1	1	100	7	3	2	4568
5.002	291	14	1	7	3	100	4569
22.001	15	100	100	100	7	71	4570
22.001	343	13	1	7	1	100	4571
19.001	25	8	1	7	140	100	4572
1.017	137	100	100	100	1	100	4573
13.001	19	3	1	7	24	100	4574
15.001	49	100	100	7	20	100	4575
2.001	122	14	1	7	3	100	4576
14.001	512	13	100	100	7	100	4577
